종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"052020","에스티큐브","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"30385009","500","15192504500","원(KRW)","정현진","02-551-3370","서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)"
"237690","에스티팜","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"18656000","500","9328000000","원(KRW)","김경진","02-527-6300","경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp"
"050760","에스폴리텍","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"16334678","500","8167339000","원(KRW)","이혁렬","043-536-9191","충청북도 진천군  덕산면 한삼로 275 에스폴리텍 "
"288620","에스퓨얼셀","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"6544316","500","3272158000","원(KRW)","전희권, 홍성민 각자대표이사","070-4613-4900","경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp"
"317830","에스피시스템스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8145700","100","814570000","원(KRW)","심상균, 심효준","055-371-5608","경상남도 양산시 어곡공단로 123 "
"058610","에스피지","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"20876975","500","10438487500","원(KRW)","이준호, 여영길(각자 대표이사)","(032)820-8200","인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)"
"043340","에쎈테크","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"72000000","500","36000000000","원(KRW)","조시영, 조경호","063-440-6561","전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)"
"023960","에쓰씨엔지니어링","KOSPI",,,"064102","토목 건설업","12",,"25016587","500","12508293500","원(KRW)","유승규","02-2167-9090","서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층"
"298690","에어부산","KOSPI",,,"085101","항공 여객 운송업","12",,"82070000","1000","82070000000","원(KRW)","한태근","1666-3060","부산광역시 강서구 유통단지1로57번가길 6 "
"054630","에이디칩스","KOSDAQ","벤처기업부",,"033309","그외 기타 제품 제조업","12",,"53009461","500","26504730500","원(KRW)","김미선","(031)463-7500","경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) "
"200710","에이디테크놀로지","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"13293181","500","6941349000","원(KRW)","김준석","031-776-7575","경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) "
"096690","에이루트","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"12852860","500","6426430000","원(KRW)","서문동군","070-5147-1886","경기도 오산시  가장산업동로 28-6 "
"140910","에이리츠","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"3792775","5000","18963875000","원(KRW)","김종국 (단독 대표이사)","02-2077-5800","서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)"
"078520","에이블씨엔씨","KOSPI",,,"032004","기타 화학제품 제조업","12",,"27033459","500","13516729500","원(KRW)","이해준, 조정열","02-2199-0123","서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"46321225","500","23160612500","원(KRW)","이상훈","031-8018-9800","경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) "
"203400","에이비온","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","유진증권","12536060","500","6268030000","원(KRW)","신영기","02-6006-7657","서울특별시 구로구 디지털로 242915호(구로동,한화비즈메트로 1차) "
"195990","에이비프로바이오","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"251469584","500","125734792000","원(KRW)","양진상,IAN CHAN","053-582-8036","대구광역시 달성군 유가면 테크노중앙대로 139 "
"003800","에이스침대","KOSDAQ","우량기업부",,"033201","가구 제조업","12",,"11090000","1000","11090000000","원(KRW)","안성호","043 -877 -1881","경기도 성남시 중원구 사기막골로105번길 42 "
"322190","에이스캠퍼","KONEX","일반기업부",,"033002","자동차 차체 및 트레일러 제조업","12","IBK증권","7505197","100","750519700","원(KRW)","김민성","1899-8805","충청남도 아산시 고불로 707, 1호동(좌부동) "
"088800","에이스테크","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"40957928","500","20478964000","원(KRW)","구관영,홍익표(각자대표)","032)458-1975","인천광역시 연수구 하모니로187번길 16 -"
"241840","에이스토리","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"9318240","500","4659120000","원(KRW)","이상백","02-2088-2585","서울특별시 마포구 월드컵북로 361 1111호 &nbsp;"
"138360","에이씨티","KOSDAQ","관리종목(소속부없음)",,"032004","기타 화학제품 제조업","12",,"34611984","500","17305992000","원(KRW)","김종서","031-695-8233","충청북도 음성군 삼성면 하이텍산단로 62 "
"039230","에이아이비트","KOSDAQ","투자주의환기종목(소속부없음)",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"110362573","500","55181286500","원(KRW)","박준일","02-6925-5195","서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)"
"312610","에이에프더블류","KOSDAQ","중견기업부",,"032802","일차전지 및 축전지 제조업","12",,"10128444","500","5064222000","원(KRW)","진정아",,"경상북도 칠곡군 왜관읍 공단로1길 51 "
"015260","에이엔피","KOSPI",,,"032602","전자부품 제조업","12",,"21826409","500","10913204500","원(KRW)","전운관","032-676-9700","인천광역시 남동구 남동대로 248 (주)에이엔피"
"234070","에이원알폼","KONEX","일반기업부",,"147603","산업용 기계 및 장비 임대업","12","NH투자증권","3571441","500","1785720500","원(KRW)","안호중","031-8017-5305","충청북도 괴산군 괴산읍 대제산단3길 46 -"
"102210","에이치디","KOSDAQ","관리종목(소속부없음)",,"033101","선박 및 보트 건조업","12",,"73696405","100","7369640500","원(KRW)","주성완","051-831-0101","부산광역시 강서구 미음산단로 267 -"
"072990","에이치시티","KOSDAQ","벤처기업부",,"137209","기타 과학기술 서비스업","12",,"6927600","500","3463800000","원(KRW)","이수찬","031-645-6300","경기도 이천시 마장면 서이천로578번길 74 &nbsp"
"044990","에이치엔에스하이텍","KONEX","일반기업부",,"032602","전자부품 제조업","12","한국증권","7511064","500","3755532000","원(KRW)","김정희","042-866-1300","대전광역시 유성구 테크노1로 62-7(관평동) "
"176440","에이치엔티","KOSDAQ","투자주의환기종목(소속부없음)",,"032602","전자부품 제조업","12",,"85739345","100","8573934500","원(KRW)","김도훈","031-739-7897","서울특별시 송파구 정의로 67 (문정동,MK타워 6층)"
"028300","에이치엘비","KOSDAQ","중견기업부",,"033101","선박 및 보트 건조업","12",,"53102772","500","26551386000","원(KRW)","진양곤","02-3453-4414","울산광역시 울주군  온산읍 당월로 216-53 "
"067630","에이치엘비생명과학","KOSDAQ","중견기업부",,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"47090453","500","23545226500","원(KRW)","진양곤, 남상우 (각자대표)","02-2627-6700","경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)"
"047920","에이치엘비제약","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"22316164","500","11158082000","원(KRW)","박재형, 전복환 각자대표","02-411-1514","경기도 남양주시 경강로 27 "
"043220","에이치엘비파워","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"91115377","500","45557688500","원(KRW)","임창윤, 김종원 / 각자대표이사","02-544-3301","서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) "
"239610","에이치엘사이언스","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"5142148","500","2571074000","원(KRW)","이해연","031-421-9903","경기도 화성시 봉담읍 동산재길 36 "
"353070","에이치엠씨제4호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","손혁","02-3787-2268","서울특별시 영등포구 국제금융로2길 28 "
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5115000","100","511500000","원(KRW)","허인석","02-3787-2537","서울특별시 영등포구 국제금융로2길 28 "
"044780","에이치케이","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"18505787","500","9252893500","원(KRW)","계명재","031-350-2800","경기도 화성시 양감면 사릅재길 117 "
"071670","에이테크솔루션","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"10000000","500","5000000000","원(KRW)","유영목","031-350-8167","경기도 화성시  정남면 가장로 277 "
"045660","에이텍","KOSDAQ","우량기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"8260000","500","4130000000","원(KRW)","한가진","031-698-8800","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"224110","에이텍티앤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"5340000","500","2670000000","원(KRW)","신승영","031-698-8743","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"230980","에이트원","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"16429142","100","1642914200","원(KRW)","최철순","02-852-1007","경기도 광명시 새빛공원로 67 A동 2508호(일직동, 광명역자이타워) "
"021080","에이티넘인베스트","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"48000000","500","24000000000","원(KRW)","신기천, 이승용(각자대표)","02  -555 -0781","서울 강남구 삼성동 168-26 제일빌딩 2층 "
"089530","에이티세미콘","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"126615812","500","63307906000","원(KRW)","김형준","070-5208-5055","경기도 이천시 마장면 서이천로 138 - "
"200470","에이팩트","KOSDAQ","벤처기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"17553680","500","8776840000","원(KRW)","이성동","031-8046-1700","경기도 안성시 일죽면 서동대로 7280-26 &nbsp"
"073070","에이팸","KOSDAQ","관리종목(소속부없음)",,"033003","자동차 신품 부품 제조업","12",,"28711325","500","14355662500","원(KRW)","남상은","052-259-8331","울산 울주군 웅촌면 대대리 1644-295 "
"207490","에이펙스인텍","KONEX","일반기업부",,"032804","전구 및 조명장치 제조업","12","IBK증권","3600000","500","1800000000","원(KRW)","김권진","054-976-7667","경상북도 칠곡군 가산면 인동가산로 619-9 "
"262260","에이프로","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"6880626","500","3440313000","원(KRW)","임종현","031-441-4001","경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩 "
"109960","에이프로젠 H&G","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"178695217","500","89347608500","원(KRW)","김재섭","031-782-3422","경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) "
"007460","에이프로젠 KIC","KOSPI",,,"032509","기타 금속 가공제품 제조업","12",,"183675114","500","91837557000","원(KRW)","김재섭","031-782-3433","경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)"
"003060","에이프로젠제약","KOSPI",,,"032102","의약품 제조업","12",,"398575767","500","199287883500","원(KRW)","김정출","02-561-4011","서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)"
"244920","에이플러스에셋","KOSPI",,,"116602","보험 및 연금관련 서비스업","12",,"22607693","500","11303846500","원(KRW)","박경순",,"서울특별시 서초구 강남대로 369 에이플러스에셋타워 "
"089970","에이피티씨","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"23564595","100","2356459500","원(KRW)","최우형","031-645-1000","경기도 이천시 마장면 서이천로 58-47 "
"230240","에치에프알","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"12882020","500","6441010000","원(KRW)","정종민","031-712-7768","경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)"
"064510","에코마이스터","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"26691608","500","13345804000","원(KRW)","오상윤, 김종원(각자대표이사)","032-576-0501","인천광역시 서구 정서진로 117 &nbsp"
"230360","에코마케팅","KOSDAQ","벤처기업부",,"137103","광고업","12",,"32517874","100","3251787400","원(KRW)","김철웅","02-2182-1100","서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)"
"038870","에코바이오","KOSDAQ","중견기업부",,"147401","사업시설 유지·관리 서비스업","12",,"11610994","500","5805497000","원(KRW)","송효순","02-3483-2900","서울 서초구 서초동 1302-7 토탈에코빌딩 "
"128540","에코캡","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"14558800","100","1455880000","원(KRW)","최영천","052-264-1681","울산광역시 울주군 언양읍 반천반송산업로 137-66 "
"086520","에코프로","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"22090191","500","11045095500","원(KRW)","이동채","043-240-7700","충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 "
"247540","에코프로비엠","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"21035166","500","10517583000","원(KRW)","권우석","043-240-7700","충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 "
"038110","에코플라스틱","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"25669370","500","12834685000","원(KRW)","서영종,김영석","054-770-3255","경상북도 경주시  공단로69번길 30 에코플라스틱(주) "
"073540","에프알텍","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"11400000","500","5700000000","원(KRW)","남재국","031-470-1515","경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)"
"064850","에프앤가이드","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"12080000","500","6040000000","원(KRW)","김군호, 이철순","02-769-7700","서울특별시 강서구 마곡중앙2로 61 "
"064090","에프앤리퍼블릭","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"109894095","500","54947047500","원(KRW)","오창근","032-326-8052","서울특별시 강남구 영동대로 701 8F(청담동, W타워) "
"036810","에프에스티","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"20233814","500","10116907000","원(KRW)","유장동","031-370-0700","경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티"
"173940","에프엔씨엔터","KOSDAQ","중견기업부",,"189001","창작 및 예술관련 서비스업","12",,"14364880","500","7182440000","원(KRW)","안석준, 한승훈(공동대표)","070-4659-0222","서울시 강남구 청담동 111 "
"083500","에프엔에스테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8385722","500","4192861000","원(KRW)","김팔곤, 양상재(공동대표)","041-584-4460","충청남도 천안시 서북구 직산읍 4산단2길 19 "
"054940","엑사이엔씨","KOSDAQ","중견기업부",,"064204","실내건축 및 건축마무리 공사업","12",,"33173548","500","16586774000","원(KRW)","구자극","(02) 3289-5100","서울특별시 구로구  디지털로 288 "
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"36315527","무액면","0","미국달러(USD)","최영호","1-732-873-4040","65 Clyde Road Suite A Somerset NJ 08873, USA "
"205100","엑셈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"33882273","100","3388227300","원(KRW)","조종암","02-6203-6300","서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)"
"070300","엑스큐어","KOSDAQ","관리종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"7366074","500","3683037000","원(KRW)","정우천","02-2082-0777","서울시 구로구 디지털로 306 대륭포스트타워2차 508호 "
"092870","엑시콘","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"10374180","500","5187090000","원(KRW)","박상준","031-696-3100","경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","기술성장기업","033309","그외 기타 제품 제조업","12",,"7583555","500","3791777500","원(KRW)","한정철","031-716-3670","경기도 성남시 분당구 정자일로 158, 604호 "
"067570","엔브이에이치코리아","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"29591785","500","15754388000","원(KRW)","곽정용,구자겸(각자 대표이사)","054-779-1822","울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) "
"236810","엔비티","KOSDAQ","기술성장기업부","기술성장기업","137103","광고업","12",,"8314948","100","831494800","원(KRW)","박수근","070-8895-9156","서울특별시 서초구 남부순환로347길 101 "
"140610","엔솔바이오사이언스","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","NH투자증권","9207571","500","4603785500","원(KRW)","김해진","042-939-4500","대전광역시 유성구 테크노10로 51(탑립동) "
"101400","엔시트론","KOSDAQ","투자주의환기종목(소속부없음)",,"032601","반도체 제조업","12",,"32295909","500","16147954500","원(KRW)","이건범, 정인견(각자 대표이사)","02-6340-1000","경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)"
"036570","엔씨소프트","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"21954022","500","10977011000","원(KRW)","김택진","02-2186-3300","서울특별시 강남구 테헤란로 509(삼성동) "
"217820","엔에스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"11192132","500","5596066000","원(KRW)","이세용","043-218-7056","충청북도 청주시 청원구 오창읍 각리1길 27 "
"138250","엔에스쇼핑","KOSPI",,,"074709","무점포 소매업","12",,"33696000","500","16848000000","원(KRW)","도상철, 조항목 (공동대표)","02-6336-1516","경기도 성남시 분당구 판교로228번길 15 "
"031860","엔에스엔","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"52175423","500","26087711500","원(KRW)","최병철","02-2106-5417","서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)"
"238170","엔에스엠","KONEX","일반기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12","키움증권","20774684","500","10387342000","원(KRW)","정상국","031-351-9422","경기도 화성시 장안면 무봉길 166-67 "
"224760","엔에스컴퍼니","KONEX","일반기업부",,"064102","토목 건설업","12","IBK증권","3939700","500","1969850000","원(KRW)","김동진, 남세우 (각자 대표이사)","052-289-2888","경상북도 경주시 외동읍 구어2산단로 127 -"
"310840","엔에이치스팩13호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3420000","100","342000000","원(KRW)","허환","02-750-5519","서울특별시 영등포구 여의대로 60 &nbsp"
"319400","엔에이치스팩14호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"8620000","100","862000000","원(KRW)","이준효","02-750-5777","서울특별시 영등포구 여의대로 60 8층"
"353190","엔에이치스팩16호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","이택수",,"서울특별시 영등포구 여의대로 60 "
"359090","엔에이치스팩17호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7010000","100","701000000","원(KRW)","이병훈",,"서울특별시 영등포구 여의대로 60 "
"365590","엔에이치스팩18호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4600000","100","460000000","원(KRW)","조선희","02-750-5777","서울특별시 영등포구 여의대로 60 NH투자증권 8층"
"265740","엔에프씨","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"8931800","100","893180000","원(KRW)","유우영","032-831-1091","인천광역시 연수구 갯벌로145번길 15-8 &nbsp"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","기술성장기업","137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"12215562","1000","12215562000","원(KRW)","최대출","02-867-9798","서울특별시 구로구 디지털로 288 303호(구로동, 대륭포스트타워1차)"
"093510","엔지브이아이","KONEX","일반기업부",,"033003","자동차 신품 부품 제조업","12","유진증권","6020000","500","3010000000","원(KRW)","정수영","033-260-3400","강원도 춘천시 남산면 보매기길 56 "
"208860","엔지스테크널러지","KOSDAQ","관리종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"11213332","500","5606666000","원(KRW)","박용선","02-1522-9060","서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 "
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8258351","500","4129175500","원(KRW)","손기영","043-652-2845","충청북도 제천시 바이오밸리로 59 &nbsp"
"085310","엔케이","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"79983352","500","39991676000","원(KRW)","천남주","051-204-2211","부산광역시 강서구 과학산단로 194-11 (주)엔케이 "
"182400","엔케이맥스","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"34256114","500","17128057000","원(KRW)","박상우","031-603-9218","경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 "
"009810","엔케이물산","KOSPI",,,"074607","기타 전문 도매업","12",,"79439210","100","7943921000","원(KRW)","김성곤","02-2156-5378","서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)"
"069410","엔텔스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"6899227","500","3449613500","원(KRW)","최영래","02-3218-1200","서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)"
"227950","엔투텍","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","06",,"58616478","100","5861647800","원(KRW)","김정민, 이욱재(각자대표)","02-3779-3129","경기도 안성시 원곡면 원당로 157 -"
"198080","엔피디","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"21535185","500","10767592500","원(KRW)","강명구","031-497-8112","경기도 안산시 단원구 시화벤처로 515 &nbsp"
"048830","엔피케이","KOSDAQ","중견기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"18723923","500","9361961500","원(KRW)","최상건, 최윤혁 각자 대표","031-730-0650","경상북도 구미시 옥계2공단로5길 7 - "
"096870","엘디티","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"6678400","500","3339200000","원(KRW)","정재천","041-520-7300","충청남도 천안시 서북구  한들1로 126-33 "
"276240","엘리비젼","KONEX","일반기업부",,"032605","영상 및 음향기기 제조업","12","하이증권","6674400","500","3337200000","원(KRW)","안덕근","032-576-3050","인천광역시 연수구 하모니로 230정호ENC 3층 "
"900140","엘브이엠씨홀딩스","KOSPI",,,"074501","자동차 판매업","12",,"84348589","0.25","21087147","미국달러(USD)","오세영, 노성석, 김선발 (각자 대표이사)","070-8615-4824","PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands "
"061970","엘비세미콘","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"43784592","500","21892296000","원(KRW)","박노만","031-680-1600","경기도 평택시 청북면 청북산단로 138 "
"138690","엘아이에스","KOSDAQ","투자주의환기종목(소속부없음)",,"032902","특수 목적용 기계 제조업","12",,"16085519","500","8042759500","원(KRW)","임태원","031-427-8492","경기도 안양시 동안구 엘에스로116번길 91 (호계동) "
"290650","엘앤씨바이오","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"21877008","500","10984502000","원(KRW)","이환철","031-776-2975","경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) "
"066970","엘앤에프","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"28058729","500","14029364500","원(KRW)","허제홍","(053)592-7300","대구광역시 달서구  달서대로91길 120 "
"156100","엘앤케이바이오","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"13352243","500","6676121500","원(KRW)","강국진,박근주(각자대표)","02-6717-1911","경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp"
"311060","엘에이티","KONEX","일반기업부",,"032902","특수 목적용 기계 제조업","12","KB증권","2554510","500","1277255000","원(KRW)","박강일","03180195050","경기도 수원시 권선구 서부로 1433-100, 수원산업2단지(고색동) "
"073110","엘엠에스","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"8895755","500","4522877500","원(KRW)","조성민","031-421-2345","경기도 평택시 진위면 진위산단로 53-73 "
"083310","엘오티베큠","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"16539093","500","8269546500","원(KRW)","오흥식","031-677-4431","경기도 오산시 지곶중앙로 1-20 -"
"297890","엘이티","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"7109450","500","3554725000","원(KRW)","이흥근","041-549-8850","충청남도 아산시 음봉면 연암율금로 77-26 "
"037950","엘컴텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"84447519","500","42223759500","원(KRW)","김영훈","031-379-5258","경기 평택시 진위면 갈곶리 110-1 "
"170920","엘티씨","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"7728789","500","3864394500","원(KRW)","최호성","031-383-6525","경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) "
"058630","엠게임","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"19543877","500","9771938500","원(KRW)","권이형","02-523-5854","서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 "
"058970","엠로","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","한국증권","5375254","500","2687627000","원(KRW)","송재민","02-785-9848","서울특별시 영등포구 당산로41길 11, 이동 5층(당산동4가, 당산에스케이브이1센터) "
"019590","엠벤처투자","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"64208739","500","32104369500","원(KRW)","홍성혁, 천승욱","02  -6000-5537","서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호"
"169330","엠브레인","KOSDAQ","중견기업부",,"137104","시장조사 및 여론조사업","06",,"8968459","500","4484229500","원(KRW)","최인수","02-3444-4000","서울특별시 강남구 강남대로 318 "
"097520","엠씨넥스","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"17863482","500","8931741000","원(KRW)","민동욱","02-2025-3600","서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) "
"179290","엠아이텍","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"31183148","500","15591574000","원(KRW)","박진형","070-4304-7443","경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) "
"225860","엠앤씨생명과학","KONEX","일반기업부",,"032004","기타 화학제품 제조업","12","IBK증권","11358092","100","1135809200","원(KRW)","조선도","031-731-1401","경기도 성남시 중원구 사기막골로105번길 27 중앙인더스피아3 1F 105호"
"009780","엠에스씨","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"17600000","500","8800000000","원(KRW)","김길제, 김호석","055 -389 -1001","경남 양산시 웅상읍 소주리 439-13 "
"123040","엠에스오토텍","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"34727204","500","17363602000","원(KRW)","김범준","054-7701810","경상북도 경주시  내남면 포석로 16-9 "
"323230","엠에프엠코리아","KOSDAQ","중견기업부",,"031403","편조의복 제조업","12",,"17851079","100","1785107900","원(KRW)","안피터도성,조장호","02-558-7828","서울특별시 강남구 도곡로 204 동신빌딩 4층,5층"
